Visit Order,City,State/Province,Country,Latitude,Longitude,Year Visited,Location Type,Census Name,Capitol,Capitol Num,Number of Visits,Tour Stop,Theatre,Theatre Address,Theatre Lat,Theatre Lon,Company Housing,Digs,Hotel Brand,Digs Address,Digs Lat,Digs Lon,Housing Dist,Num Hotels,Joel Could Live,Michael Could Live,Highlight,Original  Stop Number,AKA,Manhole,Population
234,Yosemite National Park,California,USA,37.8393004,-119.5164635,2026,National Park,Yosemite National Park,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,,,FALSE,0
235,The Dalles,Oregon,USA,45.6015056,-121.1841587,2026,City,The Dalles,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,179,,FALSE,15988
236,Coeur d'Alene,Idaho,USA,47.6742994,-116.7811531,2026,City,Coeur d'Alene,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,199,,FALSE,54599
237,Sapporo,Hokkaido,Japan,43.061936,141.3542924,2026,City,Sapporo,TRUE,-,1,FALSE,,,,,FALSE,Hotel - Other,,,,,,1,TRUE,,,200,,https://photos.app.goo.gl/4LXgyHz9sm6Af5vy9,1973832
238,Jōzankei,Hokkaido,Japan,42.9769794,141.1589341,2026,City,Jōzankei,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,201,,FALSE,0
239,Otaru,Hokkaido,Japan,43.1906806,140.9946021,2026,City,Otaru,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,202,,FALSE,115333
240,Hakodate,Hokkaido,Japan,41.768793,140.729008,2026,City,Hakodate,FALSE,-,1,FALSE,,,,,FALSE,Hotel - Other,,,,,,1,TRUE,,,203,,https://photos.app.goo.gl/3NtPLbuzcUorwM1G7,275730
241,Tokyo,Kanto,Japan,35.6768601,139.7638947,2026,City,Tokyo,TRUE,-,1,FALSE,,,,,FALSE,Hotel - Other,,,,,,1,TRUE,,,204,,https://photos.app.goo.gl/vWHpBJytj3KXrAHs7,9733276
242,Pendleton,Oregon,USA,38.6914606,-84.3689142,2026,City,Pendleton,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,205,,FALSE,17005
243,Detroit,Michigan,USA,42.3315509,-83.0466403,2026,City,Detroit,FALSE,-,1,TRUE,Detroit Opera House,"Detroit Opera House, 1526, Broadway Street, Greektown, Detroit, Wayne County, Michigan, 48226, United States",42.3364411,-83.0488192,FALSE,Landing,,"310 Gratiot Ave, Detroit, MI 48226",42.3354482,-83.0448195,0.2159832444,0,TRUE,,,206,,https://photos.app.goo.gl/TaXDn11n5HeWLGRz9,636787
244,London,Ontario,Canada,42.9836747,-81.2496068,2026,City,London,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,207,,FALSE,422324
245,Windsor,Ontario,Canada,42.2858536,-82.9780695,2026,City,Windsor,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,208,,FALSE,229660
246,Port Huron,Michigan,USA,42.9760854,-82.4333742,2026,City,Port Huron,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,209,,FALSE,28881
247,Ann Arbor,Michigan,USA,42.2813722,-83.7484616,2026,City,Ann Arbor,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,TRUE,,,210,,FALSE,122216
248,Saugatuck,Michigan,USA,42.6549244,-86.2040552,2026,City,Saugatuck,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,212,,FALSE,751
249,Mexico City,Mexio City,Mexico,19.4326296,-99.1331785,2026,City,Mexico City,TRUE,-,1,FALSE,,,,,FALSE,AirBnB,,"Av. Cuauhtémoc 156-depto 309, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",,,,0,TRUE,,,213,,https://photos.app.goo.gl/ciqBFue2PxAq3Luz9,12294193
250,Coyoacán,Mexio City,Mexico,19.3498606,-99.1619751,2026,City,Coyoacán,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,TRUE,,,,,FALSE,614447
251,Norfolk,Virginia,USA,36.8493695,-76.2899539,2026,City,Norfolk,FALSE,-,1,TRUE,Chrysler Hall,"Chrysler Hall, 215, Saint Pauls Boulevard, Downtown, Norfolk, Virginia, 23510, United States",36.8520783,-76.2862456,TRUE,Marriot,Residence Inn,"227 W Brambleton Ave, Norfolk, VA 23510",36.85376263,-76.29160544,0.318920167,1,FALSE,,,,,FALSE,236973
252,Portsmouth,Virginia,USA,36.8320081,-76.297699,2026,City,Portsmouth,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,,,FALSE,97384
253,Newport News,Virginia,USA,36.9775016,-76.42977,2026,City,Newport News,FALSE,-,1,FALSE,,,,,FALSE,Visit,,,,,,0,FALSE,,,,,FALSE,185118
254,Hampton,Virginia,USA,37.0264414,-76.3442846,2026,City,Hampton,FALSE,-,,FALSE,,,,,FALSE,Visit,,,,,,,FALSE,,,,,,137217
255,Virginia Beach,Virginia,USA,36.8496579,-75.9760751,2026,City,Virginia Beach,FALSE,-,,FALSE,,,,,FALSE,Visit,,,,,,,FALSE,,,,,,457900
256,Suffolk,Virginia,USA,36.7281341,-76.5834683,2026,City,Suffolk,FALSE,-,,FALSE,,,,,FALSE,Visit,,,,,,,FALSE,,,,,,94856
257,Chesapeake,Virginia,USA,36.7168315,-76.2494453,2026,City,Chesapeake,FALSE,-,,FALSE,,,,,FALSE,Visit,,,,,,,FALSE,,,,,,249377
258,Williamsburg ,Virginia,USA ,,,2026,City,,FALSE,,,FALSE,,,,,FALSE,Visit,,,,,,,FALSE,,,,,,
